Packet Count, Jetson Time
240,1691740438.8703947
241,1691740438.8716094
242,1691740438.8726733
243,1691740438.136441
244,1691740438.1367009
245,1691740438.1368227
246,1691740438.1369157
247,1691740438.1370018
248,1691740438.1879416
249,1691740438.1881824
250,1691740438.1883025
251,1691740438.1883936
252,1691740438.188481
253,1691740438.2388687
254,1691740438.2391267
255,1691740438.239246
256,1691740438.2393365
257,1691740438.239424
258,1691740438.28818
259,1691740438.2883904
260,1691740438.288511
261,1691740438.2886264
262,1691740438.2887537
264,1691740438.3406887
265,1691740438.3408525
266,1691740438.3409648
267,1691740438.3411016
268,1691740438.3954525
269,1691740438.395677
270,1691740438.3958025
271,1691740438.3959496
272,1691740438.3960428
273,1691740438.3961616
274,1691740438.4473116
275,1691740438.447814
276,1691740438.447936
277,1691740438.4480264
278,1691740438.4481733
279,1691740438.4979258
280,1691740438.4981349
281,1691740438.4982593
282,1691740438.498387
283,1691740438.498516
284,1691740438.5485263
285,1691740438.5487144
286,1691740438.5488734
287,1691740438.548967
288,1691740438.549062
289,1691740438.598888
290,1691740438.5991423
291,1691740438.5992453
292,1691740438.5993388
293,1691740438.59943
294,1691740438.6506796
295,1691740438.650879
296,1691740438.651045
297,1691740438.6511462
298,1691740438.65124
299,1691740438.7061892
300,1691740438.70639
301,1691740438.7065537
302,1691740438.7066517
303,1691740438.7067516
304,1691740438.7068691
305,1691740438.7573147
306,1691740438.757501
307,1691740438.7576632
308,1691740438.7577567
309,1691740438.7578478
310,1691740438.8077784
311,1691740438.8079724
312,1691740438.8081183
313,1691740438.808211
314,1691740438.808302
315,1691740438.8575056
316,1691740438.8577485
317,1691740438.857859
318,1691740438.8579614
319,1691740438.8580863
320,1691740438.9098
321,1691740438.9100108
322,1691740438.9101315
323,1691740438.910224
324,1691740438.9103277
325,1691740438.959683
326,1691740438.959889
327,1691740438.9600148
328,1691740438.9601092
329,1691740438.9601994
330,1691740439.1647775
331,1691740439.1669176
332,1691740439.168301
333,1691740439.1692717
334,1691740439.1702418
335,1691740439.171442
336,1691740439.6712408
337,1691740439.6732905
338,1691740439.6751437
339,1691740439.676103
340,1691740439.6770608
341,1691740439.1180384
342,1691740439.1182
343,1691740439.1183012
344,1691740439.118428
345,1691740439.1185684
346,1691740439.1686485
347,1691740439.1688948
348,1691740439.1690187
349,1691740439.1691127
350,1691740439.1692038
351,1691740439.2199404
352,1691740439.220172
353,1691740439.2203026
354,1691740439.2203965
355,1691740439.2204883
356,1691740439.269933
357,1691740439.270238
358,1691740439.2703981
359,1691740439.2704964
360,1691740439.2705908
361,1691740439.3265376
362,1691740439.3267727
363,1691740439.3269005
364,1691740439.327028
365,1691740439.3271198
366,1691740439.327236
368,1691740439.377576
369,1691740439.3777566
370,1691740439.3779056
371,1691740439.3779905
372,1691740439.4270167
373,1691740439.4271855
374,1691740439.4273229
375,1691740439.427406
376,1691740439.4275298
377,1691740439.4786117
378,1691740439.47882
379,1691740439.4790227
380,1691740439.4791691
381,1691740439.4792545
382,1691740439.5206244
383,1691740439.5208151
384,1691740439.5209606
385,1691740439.5210896
386,1691740439.5602148
387,1691740439.5604541
388,1691740439.5605967
389,1691740439.5607228
390,1691740439.5988865
391,1691740439.5991833
392,1691740439.5993094
393,1691740439.5994596
394,1691740439.6374192
395,1691740439.637669
396,1691740439.6378074
397,1691740439.6379175
398,1691740439.677542
399,1691740439.677732
400,1691740439.6779137
401,1691740439.6784542
402,1691740439.7113388
403,1691740439.7115912
404,1691740439.7117152
405,1691740439.750708
406,1691740439.7510116
407,1691740439.7511413
408,1691740439.7512991
409,1691740439.790758
410,1691740439.7911177
411,1691740439.7912364
412,1691740439.7913463
413,1691740439.829112
414,1691740439.8294313
415,1691740439.8296256
416,1691740439.8297584
417,1691740439.867586
418,1691740439.8678987
419,1691740439.8680675
420,1691740439.8681817
421,1691740439.9078352
422,1691740439.908147
423,1691740439.9083023
424,1691740439.9084198
425,1691740439.9463372
426,1691740439.9466057
427,1691740439.946724
428,1691740439.946836
429,1691740439.981047
430,1691740439.9813092
431,1691740439.9814463
432,1691740440.2061913
433,1691740440.2084262
434,1691740440.2102098
435,1691740440.2112792
436,1691740440.5998015
437,1691740440.6026144
438,1691740440.6037688
439,1691740440.6047988
440,1691740440.983587
441,1691740440.9858267
442,1691740440.9874804
443,1691740440.9886703
444,1691740440.1378288
445,1691740440.138106
446,1691740440.138252
447,1691740440.1383684
448,1691740440.1772678
449,1691740440.1775196
450,1691740440.1776612
451,1691740440.1778352
452,1691740440.2114136
453,1691740440.2117026
454,1691740440.2118158
455,1691740440.2508638
456,1691740440.2511933
457,1691740440.251319
458,1691740440.2514343
459,1691740440.2894554
460,1691740440.2897496
461,1691740440.2898982
462,1691740440.2900126
463,1691740440.3292797
464,1691740440.3295326
465,1691740440.3296683
466,1691740440.3297741
467,1691740440.3685927
468,1691740440.3688664
469,1691740440.3690052
470,1691740440.3691192
471,1691740440.408237
472,1691740440.4084396
473,1691740440.4086258
474,1691740440.408739
475,1691740440.4458945
476,1691740440.4461586
477,1691740440.4463272
478,1691740440.4464436
479,1691740440.481559
480,1691740440.4817853
481,1691740440.4819236
482,1691740440.5198493
483,1691740440.5201023
484,1691740440.5202472
485,1691740440.5203605
486,1691740440.5594432
487,1691740440.5596876
488,1691740440.5598164
489,1691740440.55993
490,1691740440.5993755
491,1691740440.5995812
492,1691740440.5997353
493,1691740440.599848
494,1691740440.637848
495,1691740440.6381106
496,1691740440.6382325
497,1691740440.6383877
498,1691740440.676731
499,1691740440.6769702
500,1691740440.6771069
501,1691740440.6772175
502,1691740440.7119448
503,1691740440.7121792
504,1691740440.71232
505,1691740440.750177
506,1691740440.7504075
507,1691740440.7505844
508,1691740440.750701
509,1691740440.7893586
510,1691740440.7895863
511,1691740440.7897944
512,1691740440.789916
513,1691740440.829258
514,1691740440.8294969
515,1691740440.8296747
516,1691740440.8297997
517,1691740440.8678648
518,1691740440.8680823
519,1691740440.8682516
520,1691740440.868363
521,1691740440.906743
522,1691740440.906982
523,1691740440.9071577
524,1691740440.9072704
525,1691740440.9468656
526,1691740440.9471323
527,1691740440.9473033
528,1691740440.947424
529,1691740440.9809988
530,1691740440.9812033
531,1691740440.981378
532,1691740441.194018
533,1691740441.1964607
534,1691740441.1979187
535,1691740441.1990972
536,1691740441.5995164
537,1691740441.6017308
538,1691740441.6031892
539,1691740441.6043465
540,1691740441.985016
541,1691740441.9881413
542,1691740441.9901237
543,1691740441.9912968
544,1691740441.1373427
545,1691740441.1375651
546,1691740441.13772
547,1691740441.137836
548,1691740441.1767473
549,1691740441.1769564
550,1691740441.1771233
551,1691740441.177243
552,1691740441.2114916
553,1691740441.2116687
554,1691740441.2118533
555,1691740441.2498176
556,1691740441.250127
557,1691740441.250276
558,1691740441.2504025
559,1691740441.2895992
560,1691740441.289802
561,1691740441.289951
562,1691740441.2900755
563,1691740441.3291624
564,1691740441.3293192
565,1691740441.329471
566,1691740441.3296375
567,1691740441.3677173
568,1691740441.3678985
569,1691740441.3680103
570,1691740441.368199
571,1691740441.4074883
572,1691740441.4076965
573,1691740441.4078617
574,1691740441.4079833
575,1691740441.4421957
576,1691740441.4423769
577,1691740441.4425423
578,1691740441.4426596
579,1691740441.4807875
580,1691740441.4809968
581,1691740441.4811745
582,1691740441.5203364
583,1691740441.520554
584,1691740441.520689
585,1691740441.520831
586,1691740441.5606356
587,1691740441.5608416
588,1691740441.5610068
589,1691740441.5611148
590,1691740441.5983167
591,1691740441.5985315
592,1691740441.598708
593,1691740441.5988216
594,1691740441.6374612
595,1691740441.6376357
596,1691740441.637804
597,1691740441.637937
598,1691740441.6762123
599,1691740441.676496
600,1691740441.6766691
601,1691740441.6771884
602,1691740441.7112494
603,1691740441.7114985
604,1691740441.7116427
605,1691740441.7503812
606,1691740441.7506607
607,1691740441.7508123
608,1691740441.7509663
609,1691740441.7896192
610,1691740441.7898164
611,1691740441.789971
612,1691740441.790128
613,1691740441.8280115
614,1691740441.8282545
615,1691740441.8283927
616,1691740441.8285112
617,1691740441.8681433
618,1691740441.8683403
619,1691740441.8685093
620,1691740441.8686264
621,1691740441.9068007
622,1691740441.907078
623,1691740441.907258
624,1691740441.9073913
625,1691740441.9414117
626,1691740441.9416008
627,1691740441.941746
628,1691740441.980884
629,1691740441.9811049
630,1691740441.981263
631,1691740441.9814289
632,1691740442.1997435
633,1691740442.2019062
634,1691740442.203519
635,1691740442.204598
636,1691740442.5833888
637,1691740442.5849297
638,1691740442.5866244
639,1691740442.58791
640,1691740442.9888077
641,1691740442.9914858
642,1691740442.99333
643,1691740442.9944603
644,1691740442.1374822
645,1691740442.13766
646,1691740442.137817
647,1691740442.1379416
648,1691740442.1758232
649,1691740442.1760356
650,1691740442.1761942
651,1691740442.176303
652,1691740442.2112248
653,1691740442.211386
654,1691740442.21156
655,1691740442.2500348
656,1691740442.2503057
657,1691740442.2504416
658,1691740442.2505496
659,1691740442.289596
660,1691740442.2897704
661,1691740442.2898993
662,1691740442.290027
663,1691740442.328484
664,1691740442.3287573
665,1691740442.3289003
666,1691740442.3290365
667,1691740442.367919
668,1691740442.3682275
669,1691740442.3683612
670,1691740442.3685024
671,1691740442.4063137
672,1691740442.406462
673,1691740442.4066212
674,1691740442.4067428
675,1691740442.441896
676,1691740442.4420936
677,1691740442.442246
678,1691740442.481168
679,1691740442.481391
680,1691740442.4815264
681,1691740442.4816487
682,1691740442.519485
683,1691740442.5196693
684,1691740442.5198252
685,1691740442.5199645
686,1691740442.5587745
687,1691740442.5589604
688,1691740442.559106
689,1691740442.5592492
690,1691740442.5983305
691,1691740442.5985916
692,1691740442.5987184
693,1691740442.598818
694,1691740442.6370077
695,1691740442.6371949
696,1691740442.6373253
697,1691740442.637449
698,1691740442.6767225
699,1691740442.6770012
700,1691740442.6771417
701,1691740442.6772432
702,1691740442.7106104
703,1691740442.7107756
704,1691740442.7109585
705,1691740442.7496412
706,1691740442.7498524
707,1691740442.7499917
708,1691740442.750095
709,1691740442.7898307
710,1691740442.790011
711,1691740442.7901587
712,1691740442.7903123
713,1691740442.8283813
714,1691740442.8285956
715,1691740442.8287525
716,1691740442.8288786
717,1691740442.868432
718,1691740442.8686643
719,1691740442.8687959
720,1691740442.8689249
721,1691740442.9066603
722,1691740442.9068744
723,1691740442.9070637
724,1691740442.9071696
725,1691740442.9409845
726,1691740442.9411633
727,1691740442.9413097
728,1691740442.9804711
729,1691740442.9807005
730,1691740442.9808517
731,1691740442.9809546
732,1691740443.2014048
733,1691740443.2030656
734,1691740443.204399
735,1691740443.2059972
736,1691740443.5856545
737,1691740443.587665
738,1691740443.5890784
739,1691740443.590446
740,1691740443.9779837
741,1691740443.9796944
742,1691740443.981728
743,1691740443.983084
744,1691740443.1372807
745,1691740443.137492
746,1691740443.137645
747,1691740443.137746
748,1691740443.1760209
749,1691740443.1761868
750,1691740443.176336
751,1691740443.1764853
752,1691740443.2111177
753,1691740443.2113316
754,1691740443.2114985
755,1691740443.2504683
756,1691740443.250731
757,1691740443.2508707
758,1691740443.2510169
759,1691740443.288806
760,1691740443.2889905
761,1691740443.289134
762,1691740443.2892828
763,1691740443.3282208
764,1691740443.3284588
765,1691740443.3286204
766,1691740443.3287232
767,1691740443.3679464
768,1691740443.368198
769,1691740443.3683608
770,1691740443.3684676
771,1691740443.406401
772,1691740443.4066432
773,1691740443.4067817
774,1691740443.4069493
775,1691740443.4406006
776,1691740443.4408383
777,1691740443.4409688
778,1691740443.481189
779,1691740443.481428
780,1691740443.4815726
781,1691740443.4817069
782,1691740443.5197892
783,1691740443.520018
784,1691740443.5201588
785,1691740443.5202992
786,1691740443.558072
787,1691740443.5582964
788,1691740443.558431
789,1691740443.5585349
790,1691740443.598002
791,1691740443.5981815
792,1691740443.5983117
793,1691740443.5984344
794,1691740443.6363535
795,1691740443.6365592
796,1691740443.636714
797,1691740443.6368155
798,1691740443.6759677
799,1691740443.6762276
800,1691740443.6763844
801,1691740443.6768816
802,1691740443.7107785
803,1691740443.7110229
804,1691740443.711177
805,1691740443.7499132
806,1691740443.7501023
807,1691740443.7502687
808,1691740443.750373
809,1691740443.788977
810,1691740443.7891784
811,1691740443.7894025
812,1691740443.7895052
813,1691740443.8281193
814,1691740443.8283513
815,1691740443.828464
816,1691740443.8285916
817,1691740443.86687
818,1691740443.8671243
819,1691740443.8672607
820,1691740443.8673873
821,1691740443.9058585
822,1691740443.90606
823,1691740443.9061835
824,1691740443.9063013
825,1691740443.941312
826,1691740443.94154
827,1691740443.9416692
828,1691740443.9801695
829,1691740443.9803712
830,1691740443.9805188
831,1691740443.9806173
832,1691740444.1907897
833,1691740444.1928563
834,1691740444.194363
835,1691740444.1953855
836,1691740444.588368
837,1691740444.5908413
838,1691740444.592203
839,1691740444.5934937
840,1691740444.9776928
841,1691740444.9799886
842,1691740444.981933
843,1691740444.9829376
844,1691740444.1370227
845,1691740444.137231
846,1691740444.1373656
847,1691740444.137486
848,1691740444.172227
849,1691740444.1724217
850,1691740444.172546
851,1691740444.2106104
852,1691740444.2108114
853,1691740444.2109897
854,1691740444.211094
855,1691740444.249617
856,1691740444.249846
857,1691740444.249982
858,1691740444.2501018
859,1691740444.2894657
860,1691740444.2896302
861,1691740444.2897563
862,1691740444.289875
863,1691740444.328436
864,1691740444.3286157
865,1691740444.328743
866,1691740444.3288836
867,1691740444.366357
868,1691740444.366558
869,1691740444.3667057
870,1691740444.3668027
871,1691740444.4064689
872,1691740444.4066763
873,1691740444.4068148
874,1691740444.4069853
875,1691740444.4407256
876,1691740444.4409752
877,1691740444.4411404
878,1691740444.479907
879,1691740444.480131
880,1691740444.4802587
881,1691740444.4803872
882,1691740444.519196
883,1691740444.5193462
884,1691740444.5194776
885,1691740444.5196323
886,1691740444.5585978
887,1691740444.5587752
888,1691740444.558931
889,1691740444.559074
890,1691740444.5974164
891,1691740444.5976064
892,1691740444.5977373
893,1691740444.597863
894,1691740444.636908
895,1691740444.637081
896,1691740444.637211
897,1691740444.6373272
898,1691740444.6719253
899,1691740444.672155
900,1691740444.6722872
901,1691740444.7102425
902,1691740444.7103748
903,1691740444.7105303
904,1691740444.7106676
905,1691740444.750217
906,1691740444.7503784
907,1691740444.7504892
908,1691740444.7505755
909,1691740444.7883933
910,1691740444.788588
911,1691740444.7887268
912,1691740444.7888443
913,1691740444.8278656
914,1691740444.82811
915,1691740444.8282328
916,1691740444.828346
917,1691740444.8674648
918,1691740444.8677
919,1691740444.8678265
920,1691740444.8679435
921,1691740444.9059863
922,1691740444.9062002
923,1691740444.9063263
924,1691740444.9064384
925,1691740444.9409173
926,1691740444.941152
927,1691740444.9412684
928,1691740444.9810877
929,1691740444.981268
930,1691740444.9813733
931,1691740444.98146
932,1691740445.1974113
933,1691740445.1991975
934,1691740445.2001843
935,1691740445.2013469
936,1691740445.5822444
937,1691740445.5842712
938,1691740445.585486
939,1691740445.5866437
940,1691740445.9753847
941,1691740445.9775696
942,1691740445.9791663
943,1691740445.9802961
944,1691740445.137066
945,1691740445.13729
946,1691740445.1374025
947,1691740445.1375065
948,1691740445.1710377
949,1691740445.1712244
950,1691740445.1713414
951,1691740445.2105455
952,1691740445.210756
953,1691740445.2108767
954,1691740445.2110295
955,1691740445.2501464
956,1691740445.2503288
957,1691740445.250498
958,1691740445.2506125
959,1691740445.2884488
960,1691740445.288651
961,1691740445.2887464
962,1691740445.2888565
963,1691740445.327918
964,1691740445.328055
965,1691740445.3281858
966,1691740445.3283017
967,1691740445.3664534
968,1691740445.3666515
969,1691740445.366772
970,1691740445.3668947
971,1691740445.4069753
972,1691740445.407124
973,1691740445.4072394
974,1691740445.4073467
975,1691740445.4410684
976,1691740445.4412656
977,1691740445.4413838
978,1691740445.4803073
979,1691740445.480516
980,1691740445.480638
981,1691740445.4807482
982,1691740445.5185604
983,1691740445.5187447
984,1691740445.5188556
985,1691740445.51902
986,1691740445.5587132
987,1691740445.5588367
988,1691740445.5589936
989,1691740445.5591147
990,1691740445.597236
991,1691740445.597474
992,1691740445.5975957
993,1691740445.5977032
994,1691740445.6371686
995,1691740445.6373448
996,1691740445.6374667
997,1691740445.637576
998,1691740445.6711953
999,1691740445.6713512
1000,1691740445.6714869
1001,1691740445.7103024
1002,1691740445.7104745
1003,1691740445.7105997
1004,1691740445.7107146
1005,1691740445.7492132
1006,1691740445.7493868
1007,1691740445.7495084
1008,1691740445.7496245
1009,1691740445.7896044
1010,1691740445.7897775
1011,1691740445.7898896
1012,1691740445.7899945
1013,1691740445.8280692
1014,1691740445.8282835
1015,1691740445.8284016
1016,1691740445.828505
1017,1691740445.8670516
1018,1691740445.8672695
1019,1691740445.867381
1020,1691740445.8674684
1021,1691740445.907081
1022,1691740445.9072828
1023,1691740445.9074028
1024,1691740445.9075143
1025,1691740445.9407043
1026,1691740445.94091
1027,1691740445.9410288
1028,1691740445.9797835
1029,1691740445.979997
1030,1691740445.9801254
1031,1691740445.980234
1032,1691740446.1978133
1033,1691740446.1997974
1034,1691740446.2009947
1035,1691740446.2021148
1036,1691740446.5762722
1037,1691740446.5782197
1038,1691740446.579419
1039,1691740446.5805073
1040,1691740446.974421
1041,1691740446.976421
1042,1691740446.9776242
1043,1691740446.979066
1044,1691740446.1368015
1045,1691740446.1369972
1046,1691740446.137118
1047,1691740446.1372273
1048,1691740446.171332
1049,1691740446.1715128
1050,1691740446.1716292
1051,1691740446.2094543
1052,1691740446.2096484
1053,1691740446.209769
1054,1691740446.2098567
1055,1691740446.249845
1056,1691740446.2500196
1057,1691740446.2501745
1058,1691740446.2502885
1059,1691740446.288782
1060,1691740446.2889783
1061,1691740446.2890987
1062,1691740446.2892115
1063,1691740446.3287048
1064,1691740446.328876
1065,1691740446.3289933
1066,1691740446.3291004
1067,1691740446.3672085
1068,1691740446.367364
1069,1691740446.3674853
1070,1691740446.3675947
1071,1691740446.4011185
1072,1691740446.4013271
1073,1691740446.4014432
1074,1691740446.4015496
1075,1691740446.4405663
1076,1691740446.4407282
1077,1691740446.440818
1078,1691740446.4806762
1079,1691740446.4808779
1080,1691740446.4809976
1081,1691740446.4811726
1082,1691740446.519
1083,1691740446.5191364
1084,1691740446.5192204
1085,1691740446.5192971
1086,1691740446.559037
1087,1691740446.5591767
1088,1691740446.5592754
1089,1691740446.559386
1090,1691740446.597529
1091,1691740446.597684
1092,1691740446.5977705
1093,1691740446.5978556
1094,1691740446.6363635
1095,1691740446.636547
1096,1691740446.6366382
1097,1691740446.6367457
1098,1691740446.6703076
1099,1691740446.6704988
1100,1691740446.670641
1101,1691740446.7106686
1102,1691740446.7108502
1103,1691740446.710992
1104,1691740446.711104
1105,1691740446.7488356
1106,1691740446.7489858
1107,1691740446.7491128
1108,1691740446.7492008
1109,1691740446.7892203
1110,1691740446.7893853
1111,1691740446.7894833
1112,1691740446.7895944
1113,1691740446.8282452
1114,1691740446.828435
1115,1691740446.8285923
1116,1691740446.8287008
1117,1691740446.867128
1118,1691740446.867338
1119,1691740446.8674698
1120,1691740446.8675883
1121,1691740446.9015007
1122,1691740446.901726
1123,1691740446.9018424
1124,1691740446.9408317
1125,1691740446.9410002
1126,1691740446.9411163
1127,1691740446.941225
1128,1691740446.97996
1129,1691740446.9801896
1130,1691740446.9803152
1131,1691740446.9804251
1132,1691740447.198769
1133,1691740447.200811
1134,1691740447.202009
1135,1691740447.20307
1136,1691740447.5774992
1137,1691740447.579295
1138,1691740447.5802648
1139,1691740447.5811005
1140,1691740447.9656913
1141,1691740447.970158
1142,1691740447.9712384
1143,1691740447.972407
1144,1691740447.1365728
1145,1691740447.136685
1146,1691740447.1367693
1147,1691740447.1368518
1148,1691740447.171476
1149,1691740447.1716335
1150,1691740447.1717393
1151,1691740447.2094448
1152,1691740447.209588
1153,1691740447.2096748
1154,1691740447.2097788
1155,1691740447.2497473
1156,1691740447.249901
1157,1691740447.2499924
1158,1691740447.250132
1159,1691740447.288631
1160,1691740447.2887669
1161,1691740447.2888455
1162,1691740447.2889664
1163,1691740447.3280287
1164,1691740447.328176
1165,1691740447.3282588
1166,1691740447.3283353
1167,1691740447.367638
1168,1691740447.367776
1169,1691740447.3678744
1170,1691740447.3679864
1171,1691740447.4012263
1172,1691740447.4014196
1173,1691740447.401534
1174,1691740447.4404387
1175,1691740447.4406223
1176,1691740447.440735
1177,1691740447.4408493
1178,1691740447.479787
1179,1691740447.4799728
1180,1691740447.4800897
1181,1691740447.4801972
1182,1691740447.518978
1183,1691740447.519148
1184,1691740447.5192595
1185,1691740447.5193636
1186,1691740447.5571723
1187,1691740447.5573404
1188,1691740447.5574565
1189,1691740447.5575647
1190,1691740447.5976384
1191,1691740447.5977829
1192,1691740447.5979044
1193,1691740447.5980117
1194,1691740447.6361828
1195,1691740447.636366
1196,1691740447.6364772
1197,1691740447.6365798
1198,1691740447.6702733
1199,1691740447.6704147
1200,1691740447.6705313
1201,1691740447.71062
1202,1691740447.7107408
1203,1691740447.7108223
1204,1691740447.7109692
1205,1691740447.7491295
1206,1691740447.7492683
1207,1691740447.749383
1208,1691740447.7494898
1209,1691740447.7880974
1210,1691740447.7882736
1211,1691740447.7883687
1212,1691740447.78848
1213,1691740447.827637
1214,1691740447.8278172
1215,1691740447.82799
1216,1691740447.8280997
1217,1691740447.8661256
1218,1691740447.8662832
1219,1691740447.8663745
1220,1691740447.8664808
1221,1691740447.901048
1222,1691740447.90125
1223,1691740447.9013643
1224,1691740447.9406192
1225,1691740447.940826
1226,1691740447.9409516
1227,1691740447.9410627
1228,1691740447.980281
1229,1691740447.98054
1230,1691740447.9806561
1231,1691740447.980752
1232,1691740448.1828487
1233,1691740448.1849916
1234,1691740448.1861885
1235,1691740448.187305
1236,1691740448.5832858
1237,1691740448.584938
1238,1691740448.585925
1239,1691740448.5869997
1240,1691740448.9679148
1241,1691740448.969575
1242,1691740448.97069
1243,1691740448.9721203
1244,1691740448.1357193
1245,1691740448.1359007
1246,1691740448.1360207
1247,1691740448.1361313
1248,1691740448.1707418
1249,1691740448.170904
1250,1691740448.1710477
1251,1691740448.2097456
1252,1691740448.2099285
1253,1691740448.210049
1254,1691740448.2101588
1255,1691740448.2488203
1256,1691740448.2489936
1257,1691740448.249119
1258,1691740448.2492669
1259,1691740448.2886512
1260,1691740448.288785
1261,1691740448.2889223
1262,1691740448.2890024
1263,1691740448.32744
1264,1691740448.3275669
1265,1691740448.3276632
1266,1691740448.327777
1267,1691740448.3657088
1268,1691740448.365893
1269,1691740448.3659885
1270,1691740448.366098
1271,1691740448.4020925
1272,1691740448.4023023
1273,1691740448.402404
1274,1691740448.4401095
1275,1691740448.4402688
1276,1691740448.4403808
1277,1691740448.4404593
1278,1691740448.4795
1279,1691740448.479637
